nb,Parasite,Host,site,PSR,Type,,,,,,
7802,Deltaretrovirus Primate T-lymphotropic virus 2,Mandrillus sphinx,CAMEROON,0,Virus,1,1,1,0,0,0
10224,Deltaretrovirus Primate T-lymphotropic virus 2,Mandrillus sphinx,GABON,0,Virus,1,1,1,0,0,0
9800,Lentivirus Simian immunodeficiency virus,Mandrillus sphinx,CIRMF,,Virus,1,1,1,0,0,0
10721,Lentivirus Simian immunodeficiency virus,Mandrillus sphinx,Lope,,Virus,1,1,1,0,0,0
10236,Deltaretrovirus Primate T-lymphotropic virus 3,Mandrillus sphinx,GABON,0,Virus,1,1,1,0,0,
10510,Deltaretrovirus Primate T-lymphotropic virus 3,Mandrillus sphinx,CAMEROON,,Virus,1,1,1,0,0,
637,Spirura diplocyphos,Microcebus murinus,Ampijoroa,,Helminth,0,0,0,0,0,1
2156,Lemuricola microcebi,Microcebus murinus,MADAGASCAR,,Helminth,1,0,0,1,0,0
638,Rictularia lemuri,Microcebus murinus,Mananara,,Helminth,0,0,0,0,0,1
658,Rictularia lemuri,Microcebus murinus,Ampijoroa,,Helminth,0,0,0,0,0,1
639,Dipetalonema petteri,Microcebus murinus,Ampijoroa,,Helminth,0,0,0,0,1,0
659,Dipetalonema petteri,Microcebus murinus,Beroboka,,Helminth,0,0,0,0,1,0
6721,Hymenolepis sp.,Microcebus murinus,Mandena,0.337,Helminth,0,0,0,0,0,1
7272,Hymenolepis sp.,Microcebus murinus,Mandena,0.337,Helminth,0,0,0,0,0,1
8649,Hymenolepis sp.,Microcebus murinus,Kirindy,0.595,Helminth,0,0,0,0,0,1
8657,Hymenolepis sp.,Microcebus murinus,Kirindy,0.374,Helminth,0,0,0,0,0,1
609,Subulura baeri,Microcebus murinus,Ampijoroa,,Helminth,0,0,0,0,0,1
632,Subulura baeri,Microcebus murinus,Ampijoroa,,Helminth,0,0,0,0,0,1
636,Subulura baeri,Microcebus murinus,Mananara,,Helminth,0,0,0,0,0,1
6719,Capillaria sp.,Microcebus murinus,Mandena,0.01,Helminth,0,0,0,1,0,1
7267,Capillaria sp.,Microcebus murinus,Mandena,0.01,Helminth,0,0,0,1,0,1
6716,Ascaris sp.,Microcebus murinus,Mandena,0.01,Helminth,0,0,0,1,0,0
7262,Ascaris sp.,Microcebus murinus,Mandena,0.01,Helminth,0,0,0,1,0,0
8652,Ascaris sp.,Microcebus murinus,Kirindy,0.2,Helminth,0,0,0,1,0,0
8660,Ascaris sp.,Microcebus murinus,Kirindy,0.011,Helminth,0,0,0,1,0,0
9090,Ascaris sp.,Microcebus murinus,Ankarafantsika,0.053,Helminth,0,0,0,1,0,0
8656,Oesophagostomum sp.,Microcebus murinus,Kirindy,0,Helminth,0,0,0,1,0,0
8664,Oesophagostomum sp.,Microcebus murinus,Kirindy,0.006,Helminth,0,0,0,1,0,0
6978,Lemuricola sp.,Microcebus murinus,Mandena,0.03,Helminth,0,0,0,1,0,0
7003,Lemuricola sp.,Microcebus murinus,Mandena,0,Helminth,0,0,0,1,0,0
7008,Lemuricola sp.,Microcebus murinus,Mandena,0.042,Helminth,0,0,0,1,0,0
7013,Lemuricola sp.,Microcebus murinus,Mandena,0.093,Helminth,0,0,0,1,0,0
7018,Lemuricola sp.,Microcebus murinus,Mandena,0,Helminth,0,0,0,1,0,0
7023,Lemuricola sp.,Microcebus murinus,Mandena,0.033,Helminth,0,0,0,1,0,0
8653,Lemuricola sp.,Microcebus murinus,Kirindy,0.008,Helminth,0,0,0,1,0,0
8662,Lemuricola sp.,Microcebus murinus,Kirindy,0,Helminth,0,0,0,1,0,0
9091,Lemuricola sp.,Microcebus murinus,Ankarafantsika,0,Helminth,0,0,0,1,0,0
6717,Strongyloides sp.,Microcebus murinus,Mandena,0.119,Helminth,0,0,0,1,0,0
3947,Trichuris sp.,Microcebus murinus,Mandena,0.119,Helminth,0,0,0,1,0,0
4942,Trichuris sp.,Microcebus murinus,Mandena,0,Helminth,0,0,0,1,0,0
5083,Trichuris sp.,Microcebus murinus,Mandena,0,Helminth,0,0,0,1,0,0
5206,Trichuris sp.,Microcebus murinus,Mandena,0,Helminth,0,0,0,1,0,0
5340,Trichuris sp.,Microcebus murinus,Mandena,0,Helminth,0,0,0,1,0,0
6718,Trichuris sp.,Microcebus murinus,Mandena,0.089,Helminth,0,0,0,1,0,0
6977,Trichuris sp.,Microcebus murinus,Mandena,0.03,Helminth,0,0,0,1,0,0
7002,Trichuris sp.,Microcebus murinus,Mandena,0.142,Helminth,0,0,0,1,0,0
7009,Trichuris sp.,Microcebus murinus,Mandena,0,Helminth,0,0,0,1,0,0
7012,Trichuris sp.,Microcebus murinus,Mandena,0.074,Helminth,0,0,0,1,0,0
7019,Trichuris sp.,Microcebus murinus,Mandena,0,Helminth,0,0,0,1,0,0
7022,Trichuris sp.,Microcebus murinus,Mandena,0.1,Helminth,0,0,0,1,0,0
7266,Trichuris sp.,Microcebus murinus,Mandena,0.089,Helminth,0,0,0,1,0,0
8651,Trichuris sp.,Microcebus murinus,Kirindy,0.237,Helminth,0,0,0,1,0,0
8659,Trichuris sp.,Microcebus murinus,Kirindy,0.011,Helminth,0,0,0,1,0,0
6720,Enterobius sp.,Microcebus murinus,Mandena,0.01,Helminth,1,0,0,1,0,0
7269,Enterobius sp.,Microcebus murinus,Mandena,0.01,Helminth,1,0,0,1,0,0
7264,Strongyloides sp.,Microcebus murinus,Mandena,0.119,Helminth,0,0,0,1,0,0
3946,Trichosomoides sp.,Microcebus murinus,Mandena,0.045,Helminth,0,0,0,1,0,0
4941,Trichosomoides sp.,Microcebus murinus,Mandena,0,Helminth,0,0,0,1,0,0
5082,Trichosomoides sp.,Microcebus murinus,Mandena,0,Helminth,0,0,0,1,0,0
5205,Trichosomoides sp.,Microcebus murinus,Mandena,0,Helminth,0,0,0,1,0,0
5339,Trichosomoides sp.,Microcebus murinus,Mandena,0,Helminth,0,0,0,1,0,0
6976,Subulura sp.,Microcebus murinus,Mandena,0.48,Helminth,0,0,0,0,0,1
7001,Subulura sp.,Microcebus murinus,Mandena,0.714,Helminth,0,0,0,0,0,1
7010,Subulura sp.,Microcebus murinus,Mandena,0.208,Helminth,0,0,0,0,0,1
7011,Subulura sp.,Microcebus murinus,Mandena,0.37,Helminth,0,0,0,0,0,1
7020,Subulura sp.,Microcebus murinus,Mandena,0.447,Helminth,0,0,0,0,0,1
7021,Subulura sp.,Microcebus murinus,Mandena,0.233,Helminth,0,0,0,0,0,1
8650,Subulura sp.,Microcebus murinus,Kirindy,0.531,Helminth,0,0,0,0,0,1
8658,Subulura sp.,Microcebus murinus,Kirindy,0.291,Helminth,0,0,0,0,0,1
9089,Subulura sp.,Microcebus murinus,Ankarafantsika,0.164,Helminth,0,0,0,0,0,1
6979,Hymenolepis sp.,Microcebus murinus,Mandena,0.23,Helminth,0,0,0,0,0,1
7004,Hymenolepis sp.,Microcebus murinus,Mandena,0.214,Helminth,0,0,0,0,0,1
7007,Hymenolepis sp.,Microcebus murinus,Mandena,0.333,Helminth,0,0,0,0,0,1
7014,Hymenolepis sp.,Microcebus murinus,Mandena,0.074,Helminth,0,0,0,0,0,1
7017,Hymenolepis sp.,Microcebus murinus,Mandena,0.383,Helminth,0,0,0,0,0,1
7024,Hymenolepis sp.,Microcebus murinus,Mandena,0.267,Helminth,0,0,0,0,0,1
9092,Hymenolepis sp.,Microcebus murinus,Ankarafantsika,0.011,Helminth,0,0,0,0,0,1
7005,Hymenolepis sp.,Microcebus murinus,Mandena,0,Helminth,0,0,0,0,0,1
7006,Hymenolepis sp.,Microcebus murinus,Mandena,0.083,Helminth,0,0,0,0,0,1
7015,Hymenolepis sp.,Microcebus murinus,Mandena,0.019,Helminth,0,0,0,0,0,1
7016,Hymenolepis sp.,Microcebus murinus,Mandena,0.021,Helminth,0,0,0,0,0,1
7025,Hymenolepis sp.,Microcebus murinus,Mandena,0.067,Helminth,0,0,0,0,0,1
9093,Hymenolepis sp.,Microcebus murinus,Ankarafantsika,0,Helminth,0,0,0,0,0,1
7284,Zonorchis microcebi,Microcebus murinus,Mahabo,,Helminth,,,,,,
8654,Opisthorchis sp.,Microcebus murinus,Kirindy,0.004,Helminth,0,0,0,0,0,1
8663,Opisthorchis sp.,Microcebus murinus,Kirindy,0,Helminth,0,0,0,0,0,1
8655,Metagonimus sp.,Microcebus murinus,Kirindy,0.02,Helminth,0,,,0,0,1
8661,Metagonimus sp.,Microcebus murinus,Kirindy,0,Helminth,0,,,0,0,1
8767,Hymenolepis diminuta,Microcebus rufus,Ranomafana,0.44,Helminth,0,0,0,0,0,1
8768,Hymenolepis nana,Microcebus rufus,Ranomafana,0.17,Helminth,0,0,0,0,0,1
8715,Hymenolepis sp.,Microcebus rufus,Ranomafana,0.592,Helminth,0,0,0,0,0,1
8716,Hymenolepis sp.,Microcebus rufus,Ranomafana,0.333,Helminth,0,0,0,0,0,1
8717,Hymenolepis sp.,Microcebus rufus,Ranomafana,0.747,Helminth,0,0,0,0,0,1
8769,Eimeria sp.,Microcebus rufus,Ranomafana,0.36,Protozoa,0,0,0,1,0,0
8618,Cryptosporidium sp.,Microcebus rufus,Ranomafana,0.5,Protozoa,1,,,1,,
9258,Strongyloides sp.,Microcebus rufus,Ranomafana,1,Helminth,0,0,0,1,0,0
9259,Strongyloides sp.,Microcebus rufus,Ranomafana,1,Helminth,0,0,0,1,0,0
9260,Strongyloides sp.,Microcebus rufus,Ranomafana,1,Helminth,0,0,0,1,0,0
9273,Strongyloides sp.,Microcebus rufus,Ranomafana,0.491,Helminth,0,0,0,1,0,0
9274,Strongyloides sp.,Microcebus rufus,Ranomafana,0.411,Helminth,0,0,0,1,0,0
9275,Strongyloides sp.,Microcebus rufus,Ranomafana,0.561,Helminth,0,0,0,1,0,0
9288,Strongyloides sp.,Microcebus rufus,Ranomafana,0.81,Helminth,0,0,0,1,0,0
9293,Strongyloides sp.,Microcebus rufus,Ranomafana,0.626,Helminth,0,0,0,1,0,0
9298,Strongyloides sp.,Microcebus rufus,Ranomafana,0.89,Helminth,0,0,0,1,0,0
8624,Giardia sp.,Microcebus rufus,Ranomafana,0,Protozoa,0,0,0,1,0,0
8744,Mastadenovirus sp.,Microcebus rufus,Ranomafana,0.5,Virus,1,0,0,1,0,0
9482,Entamoeba histolytica,Microcebus rufus,Ranomafana,0.054,Protozoa,1,0,0,1,0,0
8712,Strongyloides sp.,Microcebus rufus,Ranomafana,0.883,Helminth,0,0,0,1,0,0
8713,Strongyloides sp.,Microcebus rufus,Ranomafana,0.8,Helminth,0,0,0,1,0,0
8714,Strongyloides sp.,Microcebus rufus,Ranomafana,0.933,Helminth,0,0,0,1,0,0
9267,Enterobius sp.,Microcebus rufus,Ranomafana,0,Helminth,1,0,0,1,0,0
9268,Enterobius sp.,Microcebus rufus,Ranomafana,0,Helminth,1,0,0,1,0,0
9269,Enterobius sp.,Microcebus rufus,Ranomafana,0,Helminth,1,0,0,1,0,0
9282,Enterobius sp.,Microcebus rufus,Ranomafana,0,Helminth,1,0,0,1,0,0
9283,Enterobius sp.,Microcebus rufus,Ranomafana,0,Helminth,1,0,0,1,0,0
9284,Enterobius sp.,Microcebus rufus,Ranomafana,0,Helminth,1,0,0,1,0,0
9291,Enterobius sp.,Microcebus rufus,Ranomafana,0.04,Helminth,1,0,0,1,0,0
9296,Enterobius sp.,Microcebus rufus,Ranomafana,0.044,Helminth,1,0,0,1,0,0
9301,Enterobius sp.,Microcebus rufus,Ranomafana,0.042,Helminth,1,0,0,1,0,0
1356,Ophryocotyle buecki,Microcebus rufus,Tanosy,,Helminth,,,,,,
1357,Ophryocotyle buecki,Microcebus rufus,Tanosy,,Helminth,,,,,,
8748,Rotavirus sp.,Microcebus rufus,Ranomafana,0,Virus,1,0,0,1,0,0
8745,Enterovirus sp.,Microcebus rufus,Ranomafana,0.3,Virus,1,0,0,1,0,0
8746,Norovirus sp.,Microcebus rufus,Ranomafana,0.5,Virus,1,,,1,0,0
8747,Norovirus sp.,Microcebus rufus,Ranomafana,0.4,Virus,1,,,1,0,0
2752,Brugia pahangi,Nycticebus coucang,Pahang,0.32,Helminth,0,0,0,0,1,0
2388,Spirura aurangabadensis,Nycticebus coucang,MALAYSIA,,Helminth,0,0,0,0,0,1
1819,Eimeria pachylepyron,Nycticebus coucang,MALAYSIA,0.375,Protozoa,0,0,0,1,0,0
2751,Brugia malayi,Nycticebus coucang,Pahang,0,Helminth,0,0,0,0,1,0
4575,Trypanosoma sp.,Nycticebus coucang,Malaysia,,Protozoa,0,0,0,0,1,0
1089,Lemuricola nycticebi,Nycticebus coucang,Borneo,,Helminth,1,0,0,1,0,0
2157,Lemuricola nycticebi,Nycticebus coucang,Borneo,,Helminth,1,0,0,1,0,0
4567,Pterygodermatites nycticebi,Nycticebus coucang,Bukit Lagong Kepong,,Helminth,0,0,0,0,0,1
8087,Trichostrongylus sp.,Nycticebus coucang,Cipaganti,,Helminth,0,0,0,1,0,0
8088,Lemuricola sp.,Nycticebus coucang,Cipaganti,0.698,Helminth,0,0,0,1,0,0
8086,Necator sp.,Nycticebus coucang,Cipaganti,,Helminth,0,0,0,1,0,0
1365,Contracaecum rodhaini,Otolemur crassicaudatus,DEMOCRATIC REPUBLIC OF CONGO,,Helminth,0,0,0,0,0,1
3004,Taenia saginata,Otolemur crassicaudatus,KENYA,0,Helminth,0,0,0,0,0,1
1366,Ancylostoma sp.,Otolemur crassicaudatus,Katanga,,Helminth,0,0,0,1,0,0
693,Flavivirus Yellow Fever,Otolemur crassicaudatus,KENYA,0.14,Virus,0,0,0,0,1,0
695,Flavivirus Yellow Fever,Otolemur crassicaudatus,TANZANIA,0.2,Virus,0,0,0,0,1,0
696,Flavivirus Yellow Fever,Otolemur crassicaudatus,Zanzibar,0.05,Virus,0,0,0,0,1,0
698,Flavivirus Yellow Fever,Otolemur crassicaudatus,Zimbabwe,0.23,Virus,0,0,0,0,1,0
964,Schistosoma haematobium,Otolemur crassicaudatus,AFRICA,0,Helminth,0,0,0,0,0,1
963,Schistosoma mansoni,Otolemur crassicaudatus,AFRICA,0,Helminth,0,0,0,0,0,1
3003,Mesocestoides sp.,Otolemur crassicaudatus,KENYA,0,Helminth,0,0,0,0,0,1
4571,Trypanosoma perodictici,Otolemur crassicaudatus,ZAMBIA,,Protozoa,0,0,0,0,1,0
9533,Necator sp.,Pan paniscus,Manzano Forest,0.056,Helminth,0,0,0,1,0,0
2128,Enterobius anthropopitheci,Pan paniscus,DEMOCRATIC REPUBLIC OF CONGO,,Helminth,1,0,0,1,0,0
2158,Enterobius anthropopitheci,Pan paniscus,DEMOCRATIC REPUBLIC OF CONGO,,Helminth,1,0,0,1,0,0
6461,Plasmodium falciparum,Pan paniscus,LK field site,0,Protozoa,0,0,0,0,1,0
6462,Plasmodium falciparum,Pan paniscus,KR field site,0,Protozoa,0,0,0,0,1,0
6034,Strongyloides fuelleborni,Pan paniscus,Lomako,0.356,Helminth,0,0,0,1,0,0
9530,Ascaris lumbricoides,Pan paniscus,Manzano Forest,0,Helminth,0,0,0,1,0,0
9532,Oesophagostomum stephanostomum,Pan paniscus,Manzano Forest,0.389,Helminth,0,0,0,1,0,0
204,Capillaria sp.,Pan paniscus,Wamba,0.21,Helminth,0,0,0,1,0,1
9528,Capillaria sp.,Pan paniscus,Manzano Forest,0.081,Helminth,0,0,0,1,0,1
6036,Ascaris sp.,Pan paniscus,Lomako,0.034,Helminth,0,0,0,1,0,0
3271,Mansonella streptocercum,Pan paniscus,DEMOCRATIC REPUBLIC OF CONGO,,Helminth,0,0,0,0,1,0
207,Oesophagostomum sp.,Pan paniscus,Wamba,,Helminth,0,0,0,1,0,0
521,Oesophagostomum sp.,Pan paniscus,Lomako,,Helminth,0,0,0,1,0,0
6035,Oesophagostomum sp.,Pan paniscus,Lomako,0.506,Helminth,0,0,0,1,0,0
205,Strongyloides sp.,Pan paniscus,Wamba,0.529,Helminth,0,0,0,1,0,0
522,Strongyloides sp.,Pan paniscus,Lomako,,Helminth,0,0,0,1,0,0
9529,Strongyloides sp.,Pan paniscus,Manzano Forest,0.026,Helminth,0,0,0,1,0,0
3270,Mansonella rodhaini,Pan paniscus,DEMOCRATIC REPUBLIC OF CONGO,,Helminth,0,0,0,0,1,0
3272,Mansonella vanhoofi,Pan paniscus,DEMOCRATIC REPUBLIC OF CONGO,,Helminth,0,0,0,0,1,0
856,Capillaria brochieri,Pan paniscus,Kinshasa,,Helminth,0,0,0,1,0,1
206,Trichuris sp.,Pan paniscus,Wamba,0.033,Helminth,0,0,0,1,0,0
6033,Trichuris sp.,Pan paniscus,Lomako,0.023,Helminth,0,0,0,1,0,0
9527,Enterobius sp.,Pan paniscus,Manzano Forest,0.128,Helminth,1,0,0,1,0,0
3726,Deltaretrovirus Primate T-lymphotropic virus 1,Pan paniscus,DEMOCRATIC REPUBLIC OF CONGO,,Virus,1,1,1,0,0,0
9531,Toxocara sp.,Pan paniscus,Manzano Forest,0.004,Helminth,0,0,1,1,0,0
7232,Mastadenovirus Human mastadenovirus E,Pan paniscus,DEMOCRATIC REPUBLIC OF CONGO,,Virus,,,,,,
1369,Bertiella studeri,Pan troglodytes troglodytes,Gold Coast,,Helminth,0,0,0,0,0,1
3281,Bertiella studeri,Pan troglodytes troglodytes,Kibale,0.052,Helminth,0,0,0,0,0,1
6056,Bertiella studeri,Pan troglodytes troglodytes,Budongo,0.24,Helminth,0,0,0,0,0,1
6102,Bertiella studeri,Pan troglodytes troglodytes,Budongo,0.62,Helminth,0,0,0,0,0,1
1006,Bacillus anthracis,Pan troglodytes troglodytes,Tai National Park,,Bacteria,0,0,0,1,0,0
3555,Bacillus anthracis,Pan troglodytes troglodytes,Tai National Park,,Bacteria,0,0,0,1,0,0
3569,Bacillus anthracis,Pan troglodytes troglodytes,Dja,,Bacteria,0,0,0,1,0,0
3856,Bacillus anthracis,Pan troglodytes troglodytes,Tai National Park,,Bacteria,0,0,0,1,0,0
3857,Bacillus anthracis,Pan troglodytes troglodytes,Dja,,Bacteria,0,0,0,1,0,0
3943,Bacillus anthracis,Pan troglodytes troglodytes,Dja,,Bacteria,0,0,0,1,0,0
10678,Bacillus anthracis,Pan troglodytes troglodytes,Tai National Park,,Bacteria,0,0,0,1,0,0
2114,Endolimax nana,Pan troglodytes troglodytes,Mahale,0.06,Protozoa,1,0,0,1,0,0
2760,Endolimax nana,Pan troglodytes troglodytes,Lope,0.12,Protozoa,1,0,0,1,0,0
8833,Giardia intestinalis,Pan troglodytes troglodytes,Cantanhez,0.06,Protozoa,0,0,0,1,0,0
9833,Giardia intestinalis,Pan troglodytes troglodytes,Bulindi ,,Protozoa,0,0,0,1,0,0
1933,Ebolavirus Zaire ebolavirus,Pan troglodytes troglodytes,Tai National Park,,Virus,1,0,0,0,0,0
10685,Ebolavirus Zaire ebolavirus,Pan troglodytes troglodytes,Dja,,Virus,1,0,0,0,0,0
1888,Ebolavirus Zaire ebolavirus,Pan troglodytes troglodytes,Ogooue-Ivindo,,Virus,1,0,0,0,0,0
1931,Balantidium sp.,Pan troglodytes troglodytes,Gombe,0,Protozoa,0,0,0,0,0,0
8879,Trichostrongylus sp.,Pan troglodytes troglodytes,Busingiro,0.549,Helminth,0,0,0,1,0,0
10546,Trichostrongylus sp.,Pan troglodytes troglodytes,Kibale,,Helminth,0,0,0,1,0,0
1715,Iodamoeba sp.,Pan troglodytes troglodytes,Kibale,0.47,Protozoa,0,0,0,0,0,0
10335,Fasciola sp.,Pan troglodytes troglodytes,Kahuzi-Biega,0.0323,Helminth,0,0,0,0,0,1
2102,Dicrocoelium sp.,Pan troglodytes troglodytes,Mahale,0.01,Helminth,0,0,0,0,0,1
2758,Dicrocoelium sp.,Pan troglodytes troglodytes,Lope,0.03,Helminth,0,0,0,0,0,1
1398,Treponema pallidum,Pan troglodytes troglodytes,Bangui,0,Bacteria,1,1,0,0,0,0
1400,Treponema pallidum,Pan troglodytes troglodytes,Bukavu,0.33,Bacteria,1,1,0,0,0,0
8432,Cryptosporidium parvum,Pan troglodytes troglodytes,Budongo,0.35,Protozoa,1,0,0,1,0,0
501,Necator americanus,Pan troglodytes troglodytes,Tiwai,0.71,Helminth,0,0,0,1,0,0
2254,Flavivirus Yellow Fever,Pan troglodytes troglodytes,AFRICA,,Virus,0,0,0,0,1,0
1694,Entamoeba coli,Pan troglodytes troglodytes,Kibale,0.01,Protozoa,1,0,0,1,0,0
2105,Entamoeba coli,Pan troglodytes troglodytes,Mahale,0.12,Protozoa,1,0,0,1,0,0
2106,Entamoeba coli,Pan troglodytes troglodytes,Mahale,0.08,Protozoa,1,0,0,1,0,0
2115,Entamoeba coli,Pan troglodytes troglodytes,Mahale,0.14,Protozoa,1,0,0,1,0,0
2761,Entamoeba coli,Pan troglodytes troglodytes,Lope,0.03,Protozoa,1,0,0,1,0,0
2793,Entamoeba coli,Pan troglodytes troglodytes,Dzanga-Ndoki,0,Protozoa,1,0,0,1,0,0
2882,Entamoeba coli,Pan troglodytes troglodytes,Nikolo Koba,0.07,Protozoa,1,0,0,1,0,0
2968,Entamoeba coli,Pan troglodytes troglodytes,Gombe,0.228,Protozoa,1,0,0,1,0,0
3557,Entamoeba coli,Pan troglodytes troglodytes,Ngogo,0.027,Protozoa,1,0,0,1,0,0
4875,Entamoeba coli,Pan troglodytes troglodytes,Ngogo,0.027,Protozoa,1,0,0,1,0,0
6358,Entamoeba coli,Pan troglodytes troglodytes,Fongoli,0.102,Protozoa,1,0,0,1,0,0
6759,Entamoeba coli,Pan troglodytes troglodytes,Gombe,0.654,Protozoa,1,0,0,1,0,0
6774,Entamoeba coli,Pan troglodytes troglodytes,Gombe,0.455,Protozoa,1,0,0,1,0,0
6789,Entamoeba coli,Pan troglodytes troglodytes,Gombe,0.543,Protozoa,1,0,0,1,0,0
6805,Entamoeba coli,Pan troglodytes troglodytes,Gombe,0.375,Protozoa,1,0,0,1,0,0
6819,Entamoeba coli,Pan troglodytes troglodytes,Gombe,0.48,Protozoa,1,0,0,1,0,0
6835,Entamoeba coli,Pan troglodytes troglodytes,Gombe,0.449,Protozoa,1,0,0,1,0,0
6849,Entamoeba coli,Pan troglodytes troglodytes,Gombe,0.641,Protozoa,1,0,0,1,0,0
6865,Entamoeba coli,Pan troglodytes troglodytes,Gombe,0.917,Protozoa,1,0,0,1,0,0
6879,Entamoeba coli,Pan troglodytes troglodytes,Gombe,0.7,Protozoa,1,0,0,1,0,0
6895,Entamoeba coli,Pan troglodytes troglodytes,Gombe,0.462,Protozoa,1,0,0,1,0,0
6909,Entamoeba coli,Pan troglodytes troglodytes,Gombe,0.607,Protozoa,1,0,0,1,0,0
6925,Entamoeba coli,Pan troglodytes troglodytes,Gombe,0.587,Protozoa,1,0,0,1,0,0
6939,Entamoeba coli,Pan troglodytes troglodytes,Gombe,0.552,Protozoa,1,0,0,1,0,0
6955,Entamoeba coli,Pan troglodytes troglodytes,Gombe,0.521,Protozoa,1,0,0,1,0,0
7612,Entamoeba coli,Pan troglodytes troglodytes,Mahale,0.35,Protozoa,1,0,0,1,0,0
7759,Entamoeba coli,Pan troglodytes troglodytes,Mahale,0.24,Protozoa,1,0,0,1,0,0
9831,Entamoeba coli,Pan troglodytes troglodytes,Bulindi ,,Protozoa,1,0,0,1,0,0
10305,Entamoeba coli,Pan troglodytes troglodytes,Kahuzi-Biega,0.0219,Protozoa,1,0,0,1,0,0
2759,Chilomastix mesnili,Pan troglodytes troglodytes,Lope,0.03,Protozoa,1,0,0,1,0,0
2792,Chilomastix mesnili,Pan troglodytes troglodytes,Dzanga-Ndoki,0,Protozoa,1,0,0,1,0,0
6361,Chilomastix mesnili,Pan troglodytes troglodytes,Fongoli,0,Protozoa,1,0,0,1,0,0
8834,Chilomastix mesnili,Pan troglodytes troglodytes,Cantanhez,0.07,Protozoa,1,0,0,1,0,0
9830,Chilomastix mesnili,Pan troglodytes troglodytes,Bulindi ,,Protozoa,1,0,0,1,0,0
1925,Necator sp.,Pan troglodytes troglodytes,Gombe,0.4,Helminth,0,0,0,1,0,0
2862,Necator sp.,Pan troglodytes troglodytes,Gombe,0.4,Helminth,0,0,0,1,0,0
2863,Necator sp.,Pan troglodytes troglodytes,Nikolo Koba,0,Helminth,0,0,0,1,0,0
6351,Necator sp.,Pan troglodytes troglodytes,Fongoli,0,Helminth,0,0,0,1,0,0
6753,Necator sp.,Pan troglodytes troglodytes,Gombe,0.27,Helminth,0,0,0,1,0,0
6768,Necator sp.,Pan troglodytes troglodytes,Gombe,0.228,Helminth,0,0,0,1,0,0
6783,Necator sp.,Pan troglodytes troglodytes,Gombe,0.645,Helminth,0,0,0,1,0,0
6799,Necator sp.,Pan troglodytes troglodytes,Gombe,0.709,Helminth,0,0,0,1,0,0
6813,Necator sp.,Pan troglodytes troglodytes,Gombe,0.24,Helminth,0,0,0,1,0,0
6829,Necator sp.,Pan troglodytes troglodytes,Gombe,0.483,Helminth,0,0,0,1,0,0
6843,Necator sp.,Pan troglodytes troglodytes,Gombe,0.256,Helminth,0,0,0,1,0,0
6859,Necator sp.,Pan troglodytes troglodytes,Gombe,0.833,Helminth,0,0,0,1,0,0
6873,Necator sp.,Pan troglodytes troglodytes,Gombe,0.3,Helminth,0,0,0,1,0,0
6889,Necator sp.,Pan troglodytes troglodytes,Gombe,0.795,Helminth,0,0,0,1,0,0
6903,Necator sp.,Pan troglodytes troglodytes,Gombe,0.322,Helminth,0,0,0,1,0,0
6919,Necator sp.,Pan troglodytes troglodytes,Gombe,0.218,Helminth,0,0,0,1,0,0
6933,Necator sp.,Pan troglodytes troglodytes,Gombe,0.794,Helminth,0,0,0,1,0,0
6949,Necator sp.,Pan troglodytes troglodytes,Gombe,0.667,Helminth,0,0,0,1,0,0
7989,Necator sp.,Pan troglodytes troglodytes,Dzanga-Ndoki,1,Helminth,0,0,0,1,0,0
8878,Necator sp.,Pan troglodytes troglodytes,Busingiro,0.442,Helminth,0,0,0,1,0,0
9525,Necator sp.,Pan troglodytes troglodytes,Bulindi ,0.658,Helminth,0,0,0,1,0,0
10657,Necator sp.,Pan troglodytes troglodytes,Bulindi ,,Helminth,0,0,0,1,0,0
1604,Deltaretrovirus Primate T-lymphotropic virus 1,Pan troglodytes troglodytes,Tai National Park,,Virus,1,1,1,0,0,0
2035,Hepatocystis kochi,Pan troglodytes troglodytes,AFRICA,,Protozoa,0,0,0,0,1,0
2768,Ebolavirus Zaire ebolavirus,Pan troglodytes troglodytes,Tai National Park,,Virus,1,0,0,0,0,0
2929,Ebolavirus Zaire ebolavirus,Pan troglodytes troglodytes,Tai National Park,,Virus,1,0,0,0,0,0
4011,Ebolavirus Zaire ebolavirus,Pan troglodytes troglodytes,Tai National Park,,Virus,1,0,0,0,0,0
6360,Entamoeba sp.,Pan troglodytes troglodytes,Fongoli,0,Protozoa,0,0,0,0,0,0
6760,Entamoeba sp.,Pan troglodytes troglodytes,Gombe,0.443,Protozoa,0,0,0,0,0,0
6775,Entamoeba sp.,Pan troglodytes troglodytes,Gombe,0.319,Protozoa,0,0,0,0,0,0
6790,Entamoeba sp.,Pan troglodytes troglodytes,Gombe,0.678,Protozoa,0,0,0,0,0,0
6806,Entamoeba sp.,Pan troglodytes troglodytes,Gombe,0.667,Protozoa,0,0,0,0,0,0
6820,Entamoeba sp.,Pan troglodytes troglodytes,Gombe,0.32,Protozoa,0,0,0,0,0,0
6836,Entamoeba sp.,Pan troglodytes troglodytes,Gombe,0.552,Protozoa,0,0,0,0,0,0
6850,Entamoeba sp.,Pan troglodytes troglodytes,Gombe,0.436,Protozoa,0,0,0,0,0,0
6866,Entamoeba sp.,Pan troglodytes troglodytes,Gombe,0.75,Protozoa,0,0,0,0,0,0
